,Unnamed: 0,source_com,target_com,weight,source_com1,target_com1,source_coords.x,source_coords.y,target_coords.x,target_coords.y
0,0,0,1,31245,com_0,com_1,-86.60346225949992,33.352443210998175,-86.64510118391632,31.099444912611013
1,1,0,2,1268,com_0,com_2,-86.60346225949992,33.352443210998175,-105.78120355649179,40.731520772262606
2,2,0,3,39066,com_0,com_3,-86.60346225949992,33.352443210998175,-84.1021588594804,33.96381455696867
3,3,0,4,690,com_0,com_4,-86.60346225949992,33.352443210998175,-112.83814025474564,41.48371136731812
4,4,0,5,559,com_0,com_5,-86.60346225949992,33.352443210998175,-89.08179409686812,39.95630355517543
5,5,0,6,2893,com_0,com_6,-86.60346225949992,33.352443210998175,-91.93101083238187,31.029698605953225
6,6,0,7,5684,com_0,com_7,-86.60346225949992,33.352443210998175,-89.7910217282421,31.92671703697233
7,7,0,8,287,com_0,com_8,-86.60346225949992,33.352443210998175,-121.70911797333589,43.714464936499056
8,8,0,9,486,com_0,com_9,-86.60346225949992,33.352443210998175,-119.22453582633374,47.001072310201764
9,9,0,10,762,com_0,com_10,-86.60346225949992,33.352443210998175,-102.0382552946228,33.05726571240054
10,10,0,11,4561,com_0,com_11,-86.60346225949992,33.352443210998175,-96.61752965292003,32.732205542269476
11,11,0,12,2386,com_0,com_12,-86.60346225949992,33.352443210998175,-78.31453553825726,37.40202920176884
12,12,0,13,8452,com_0,com_13,-86.60346225949992,33.352443210998175,-83.20034194181244,31.566455548382322
13,13,0,14,5337,com_0,com_14,-86.60346225949992,33.352443210998175,-81.10283944872755,35.753721672065566
14,14,0,15,218,com_0,com_15,-86.60346225949992,33.352443210998175,-119.32437210178719,36.03542148212463
15,15,0,16,745,com_0,com_16,-86.60346225949992,33.352443210998175,-121.77042096263419,39.342590371325805
16,16,0,17,13938,com_0,com_17,-86.60346225949992,33.352443210998175,-89.36673450033061,34.61645664649891
17,17,0,18,4504,com_0,com_18,-86.60346225949992,33.352443210998175,-81.05330473084098,33.78626405746715
18,18,0,19,2394,com_0,com_19,-86.60346225949992,33.352443210998175,-88.14781049740239,41.51187682736314
19,19,0,20,763,com_0,com_20,-86.60346225949992,33.352443210998175,-98.86570303614909,28.809533703391903
20,20,0,21,1625,com_0,com_21,-86.60346225949992,33.352443210998175,-82.2936530780286,30.044465733733787
21,21,0,22,2054,com_0,com_22,-86.60346225949992,33.352443210998175,-77.77826358713656,39.061370078162234
22,22,0,23,857,com_0,com_23,-86.60346225949992,33.352443210998175,-76.53369408225312,40.79333154385686
23,23,0,24,15469,com_0,com_24,-86.60346225949992,33.352443210998175,-86.6265164133002,36.01596792444351
24,24,0,25,11345,com_0,com_25,-86.60346225949992,33.352443210998175,-83.6623038787922,36.068984475122534
25,25,0,26,2054,com_0,com_26,-86.60346225949992,33.352443210998175,-82.03483556287279,27.701933392675432
26,26,0,27,1173,com_0,com_27,-86.60346225949992,33.352443210998175,-97.38329862804292,35.56196641239205
27,27,0,28,2204,com_0,com_28,-86.60346225949992,33.352443210998175,-95.33791885440803,30.361221605076505
