,Unnamed: 0,source_com,target_com,weight,source_com1,target_com1,source_coords.x,source_coords.y,target_coords.x,target_coords.y
0,0,0,1,47451,com_0,com_1,-86.59927720566854,33.340876984168126,-85.63686079626883,31.017993179744852
1,1,0,2,4201,com_0,com_2,-86.59927720566854,33.340876984168126,-81.93837810702664,29.442601127102623
2,2,0,3,2637,com_0,com_3,-86.59927720566854,33.340876984168126,-81.87003125586473,27.329689657695248
3,3,0,4,46835,com_0,com_4,-86.59927720566854,33.340876984168126,-83.86762341648614,33.59560175193016
4,4,0,5,12867,com_0,com_5,-86.59927720566854,33.340876984168126,-83.72323104196225,36.021055427840835
5,5,0,6,1482,com_0,com_6,-86.59927720566854,33.340876984168126,-97.72678516251834,38.646865959347544
6,6,0,7,17841,com_0,com_7,-86.59927720566854,33.340876984168126,-86.63864709767391,36.054031670156704
7,7,0,8,23400,com_0,com_8,-86.59927720566854,33.340876984168126,-89.60346771663234,33.46477267886976
8,8,0,9,2013,com_0,com_9,-86.59927720566854,33.340876984168126,-78.44647244705406,37.35105657967153
9,9,0,10,2096,com_0,com_10,-86.59927720566854,33.340876984168126,-81.80918541437217,31.96612463983879
10,10,0,11,1238,com_0,com_11,-86.59927720566854,33.340876984168126,-84.3498934149641,39.3945752249193
11,11,0,12,3099,com_0,com_12,-86.59927720566854,33.340876984168126,-92.81115255590986,35.44391654758225
12,12,0,13,4593,com_0,com_13,-86.59927720566854,33.340876984168126,-81.06006664230169,33.860284128043496
13,13,0,14,777,com_0,com_14,-86.59927720566854,33.340876984168126,-121.83633996764087,39.480348318617516
14,14,0,15,2802,com_0,com_15,-86.59927720566854,33.340876984168126,-88.43363006895126,41.651520578739536
15,15,0,16,3311,com_0,com_16,-86.59927720566854,33.340876984168126,-81.19786442944226,35.685434794131965
16,16,0,17,1565,com_0,com_17,-86.59927720566854,33.340876984168126,-76.10743145659757,40.44838085564094
17,17,0,18,1862,com_0,com_18,-86.59927720566854,33.340876984168126,-86.14863530550123,40.302337475870246
18,18,0,19,1196,com_0,com_19,-86.59927720566854,33.340876984168126,-82.86579789046723,40.20723742304773
19,19,0,20,385,com_0,com_20,-86.59927720566854,33.340876984168126,-81.41652098878433,38.10938266913955
20,20,0,21,2608,com_0,com_21,-86.59927720566854,33.340876984168126,-90.93745322362277,38.49196981375973
21,21,0,22,1042,com_0,com_22,-86.59927720566854,33.340876984168126,-74.01859392708018,41.48580764748008
22,22,0,23,1164,com_0,com_23,-86.59927720566854,33.340876984168126,-97.41783518137021,35.577416888306075
23,23,0,24,1799,com_0,com_24,-86.59927720566854,33.340876984168126,-98.5322340015775,29.44740482149046
24,24,0,25,2271,com_0,com_25,-86.59927720566854,33.340876984168126,-95.34826827185933,30.35716421071949
25,25,0,26,1740,com_0,com_26,-86.59927720566854,33.340876984168126,-80.6773797236444,26.44977350969345
26,26,0,27,2902,com_0,com_27,-86.59927720566854,33.340876984168126,-84.68642835644262,37.60244440834543
27,27,0,28,3756,com_0,com_28,-86.59927720566854,33.340876984168126,-91.94657628479037,31.012193906159958
28,28,0,29,964,com_0,com_29,-86.59927720566854,33.340876984168126,-101.95785752438523,32.97283193955705
29,29,0,30,3212,com_0,com_30,-86.59927720566854,33.340876984168126,-96.41571639998548,32.77338372299461
30,30,0,31,551,com_0,com_31,-86.59927720566854,33.340876984168126,-119.22040408501506,47.231175933098896
31,31,0,32,702,com_0,com_32,-86.59927720566854,33.340876984168126,-92.83032871578958,42.0019811496615
32,32,0,33,2114,com_0,com_33,-86.59927720566854,33.340876984168126,-78.04824507371812,35.369539654084065
33,33,0,34,233,com_0,com_34,-86.59927720566854,33.340876984168126,-72.76694535640989,41.897982746881056
34,34,0,35,735,com_0,com_35,-86.59927720566854,33.340876984168126,-74.49641307862079,40.53953171208416
35,35,0,36,1777,com_0,com_36,-86.59927720566854,33.340876984168126,-77.79260052073127,39.07953076790812
36,36,0,37,259,com_0,com_37,-86.59927720566854,33.340876984168126,-119.31957199184694,36.03223799553107
37,37,0,38,1357,com_0,com_38,-86.59927720566854,33.340876984168126,-116.29109734148109,34.514717679363386
38,38,0,39,618,com_0,com_39,-86.59927720566854,33.340876984168126,-89.14233940941962,40.03579282251687
39,39,0,40,1266,com_0,com_40,-86.59927720566854,33.340876984168126,-84.58673600106556,43.53665599179895
40,40,0,41,572,com_0,com_41,-86.59927720566854,33.340876984168126,-81.33666553114108,41.04695240812491
41,41,0,42,702,com_0,com_42,-86.59927720566854,33.340876984168126,-79.60597788903229,40.375494502611524
42,42,0,43,731,com_0,com_43,-86.59927720566854,33.340876984168126,-88.92089180995666,44.80559160751065
43,43,0,44,838,com_0,com_44,-86.59927720566854,33.340876984168126,-70.29685563006225,44.58630069043649
44,44,0,45,890,com_0,com_45,-86.59927720566854,33.340876984168126,-106.99767410276027,34.739021683109044
45,45,0,46,629,com_0,com_46,-86.59927720566854,33.340876984168126,-94.67164631073298,46.40645299640089
46,46,0,47,1419,com_0,com_47,-86.59927720566854,33.340876984168126,-105.46388714358112,40.267743085750894
47,47,0,48,811,com_0,com_48,-86.59927720566854,33.340876984168126,-87.76672945709659,37.76539922526566
48,48,0,49,914,com_0,com_49,-86.59927720566854,33.340876984168126,-111.50603219789423,33.92467749330003
49,49,0,50,227,com_0,com_50,-86.59927720566854,33.340876984168126,-107.64591143344218,46.89388487114888
50,50,0,51,82,com_0,com_51,-86.59927720566854,33.340876984168126,-155.5211678289427,19.601235756159205
51,51,0,52,370,com_0,com_52,-86.59927720566854,33.340876984168126,-116.89339402429631,38.74775271564189
52,52,0,53,449,com_0,com_53,-86.59927720566854,33.340876984168126,-75.87950779967646,43.05567778072499
53,53,0,54,648,com_0,com_54,-86.59927720566854,33.340876984168126,-99.6774602432403,43.017147096692575
54,54,0,55,759,com_0,com_55,-86.59927720566854,33.340876984168126,-113.451537797731,41.772641003156636
55,55,0,56,253,com_0,com_56,-86.59927720566854,33.340876984168126,-140.35768156741878,59.8890211277856
56,56,0,57,96,com_0,com_57,-86.59927720566854,33.340876984168126,-98.19458572185096,26.607613270373736
57,57,0,58,274,com_0,com_58,-86.59927720566854,33.340876984168126,-122.04542325456532,43.94957241911298
58,58,0,59,57,com_0,com_59,-86.59927720566854,33.340876984168126,-152.1933743489133,64.80758895343656
59,59,0,60,60,com_0,com_60,-86.59927720566854,33.340876984168126,-66.47771022341459,18.224191128583744
60,60,1,0,37631,com_1,com_0,-85.63686079626883,31.017993179744852,-86.59927720566854,33.340876984168126
61,61,1,2,22337,com_1,com_2,-85.63686079626883,31.017993179744852,-81.93837810702664,29.442601127102623
62,62,1,3,9564,com_1,com_3,-85.63686079626883,31.017993179744852,-81.87003125586473,27.329689657695248
63,63,1,4,25838,com_1,com_4,-85.63686079626883,31.017993179744852,-83.86762341648614,33.59560175193016
64,64,1,5,3043,com_1,com_5,-85.63686079626883,31.017993179744852,-83.72323104196225,36.021055427840835
65,65,1,6,1996,com_1,com_6,-85.63686079626883,31.017993179744852,-97.72678516251834,38.646865959347544
66,66,1,7,3270,com_1,com_7,-85.63686079626883,31.017993179744852,-86.63864709767391,36.054031670156704
67,67,1,8,17404,com_1,com_8,-85.63686079626883,31.017993179744852,-89.60346771663234,33.46477267886976
68,68,1,9,2410,com_1,com_9,-85.63686079626883,31.017993179744852,-78.44647244705406,37.35105657967153
69,69,1,10,8974,com_1,com_10,-85.63686079626883,31.017993179744852,-81.80918541437217,31.96612463983879
70,70,1,11,1358,com_1,com_11,-85.63686079626883,31.017993179744852,-84.3498934149641,39.3945752249193
71,71,1,12,3148,com_1,com_12,-85.63686079626883,31.017993179744852,-92.81115255590986,35.44391654758225
72,72,1,13,4228,com_1,com_13,-85.63686079626883,31.017993179744852,-81.06006664230169,33.860284128043496
73,73,1,14,623,com_1,com_14,-85.63686079626883,31.017993179744852,-121.83633996764087,39.480348318617516
74,74,1,15,2084,com_1,com_15,-85.63686079626883,31.017993179744852,-88.43363006895126,41.651520578739536
75,75,1,16,2640,com_1,com_16,-85.63686079626883,31.017993179744852,-81.19786442944226,35.685434794131965
76,76,1,17,1476,com_1,com_17,-85.63686079626883,31.017993179744852,-76.10743145659757,40.44838085564094
77,77,1,18,2503,com_1,com_18,-85.63686079626883,31.017993179744852,-86.14863530550123,40.302337475870246
78,78,1,19,1623,com_1,com_19,-85.63686079626883,31.017993179744852,-82.86579789046723,40.20723742304773
79,79,1,20,252,com_1,com_20,-85.63686079626883,31.017993179744852,-81.41652098878433,38.10938266913955
80,80,1,21,2485,com_1,com_21,-85.63686079626883,31.017993179744852,-90.93745322362277,38.49196981375973
81,81,1,22,726,com_1,com_22,-85.63686079626883,31.017993179744852,-74.01859392708018,41.48580764748008
82,82,1,23,1551,com_1,com_23,-85.63686079626883,31.017993179744852,-97.41783518137021,35.577416888306075
83,83,1,24,2082,com_1,com_24,-85.63686079626883,31.017993179744852,-98.5322340015775,29.44740482149046
84,84,1,25,3678,com_1,com_25,-85.63686079626883,31.017993179744852,-95.34826827185933,30.35716421071949
85,85,1,26,7699,com_1,com_26,-85.63686079626883,31.017993179744852,-80.6773797236444,26.44977350969345
86,86,1,27,2002,com_1,com_27,-85.63686079626883,31.017993179744852,-84.68642835644262,37.60244440834543
87,87,1,28,17898,com_1,com_28,-85.63686079626883,31.017993179744852,-91.94657628479037,31.012193906159958
88,88,1,29,988,com_1,com_29,-85.63686079626883,31.017993179744852,-101.95785752438523,32.97283193955705
89,89,1,30,2626,com_1,com_30,-85.63686079626883,31.017993179744852,-96.41571639998548,32.77338372299461
90,90,1,31,856,com_1,com_31,-85.63686079626883,31.017993179744852,-119.22040408501506,47.231175933098896
91,91,1,32,1852,com_1,com_32,-85.63686079626883,31.017993179744852,-92.83032871578958,42.0019811496615
92,92,1,33,1988,com_1,com_33,-85.63686079626883,31.017993179744852,-78.04824507371812,35.369539654084065
93,93,1,34,331,com_1,com_34,-85.63686079626883,31.017993179744852,-72.76694535640989,41.897982746881056
94,94,1,35,580,com_1,com_35,-85.63686079626883,31.017993179744852,-74.49641307862079,40.53953171208416
95,95,1,36,1430,com_1,com_36,-85.63686079626883,31.017993179744852,-77.79260052073127,39.07953076790812
96,96,1,37,386,com_1,com_37,-85.63686079626883,31.017993179744852,-119.31957199184694,36.03223799553107
97,97,1,38,902,com_1,com_38,-85.63686079626883,31.017993179744852,-116.29109734148109,34.514717679363386
98,98,1,39,1327,com_1,com_39,-85.63686079626883,31.017993179744852,-89.14233940941962,40.03579282251687
99,99,1,40,3823,com_1,com_40,-85.63686079626883,31.017993179744852,-84.58673600106556,43.53665599179895
100,100,1,41,973,com_1,com_41,-85.63686079626883,31.017993179744852,-81.33666553114108,41.04695240812491
101,101,1,42,849,com_1,com_42,-85.63686079626883,31.017993179744852,-79.60597788903229,40.375494502611524
102,102,1,43,2627,com_1,com_43,-85.63686079626883,31.017993179744852,-88.92089180995666,44.80559160751065
103,103,1,44,928,com_1,com_44,-85.63686079626883,31.017993179744852,-70.29685563006225,44.58630069043649
104,104,1,45,756,com_1,com_45,-85.63686079626883,31.017993179744852,-106.99767410276027,34.739021683109044
105,105,1,46,3076,com_1,com_46,-85.63686079626883,31.017993179744852,-94.67164631073298,46.40645299640089
106,106,1,47,1330,com_1,com_47,-85.63686079626883,31.017993179744852,-105.46388714358112,40.267743085750894
107,107,1,48,780,com_1,com_48,-85.63686079626883,31.017993179744852,-87.76672945709659,37.76539922526566
108,108,1,49,1130,com_1,com_49,-85.63686079626883,31.017993179744852,-111.50603219789423,33.92467749330003
109,109,1,50,412,com_1,com_50,-85.63686079626883,31.017993179744852,-107.64591143344218,46.89388487114888
110,110,1,51,160,com_1,com_51,-85.63686079626883,31.017993179744852,-155.5211678289427,19.601235756159205
111,111,1,52,316,com_1,com_52,-85.63686079626883,31.017993179744852,-116.89339402429631,38.74775271564189
112,112,1,53,920,com_1,com_53,-85.63686079626883,31.017993179744852,-75.87950779967646,43.05567778072499
113,113,1,54,1155,com_1,com_54,-85.63686079626883,31.017993179744852,-99.6774602432403,43.017147096692575
114,114,1,55,1022,com_1,com_55,-85.63686079626883,31.017993179744852,-113.451537797731,41.772641003156636
